1 | Kazumi Himekawa | Welcome to Pia Carrot!! G.O. ~ Grand Open ~ | female | eroge
1110 | Iori Harukawa | Hide Mind | female | eroge
1111 | Itsuki Samidare | Hide Mind | male | eroge
1112 | Kana Sawatari | Hide Mind | female | eroge
1113 | Mayumi Hiyama | Hide Mind | female | eroge
1114 | Haruru Kashiwakura | Namidabashi o Watatte | female | eroge
1115 | Iku | Namidabashi o Watatte | female | eroge
1116 | Koboshi Yuuki | Namidabashi o Watatte | female | eroge
1117 | Ai Furuse | Niizuma Kapriccho! / Capriccio | female | eroge
1118 | Honoka Suzushiro | Niizuma Kapriccho! / Capriccio | female | eroge
1119 | Natsumi Kokonoe | Niizuma Kapriccho! / Capriccio | female | eroge
1120 | Rin Amakawa | Niizuma Kapriccho! / Capriccio | female | eroge
1121 | Towako Ernest Mitsume | Niizuma Kapriccho! / Capriccio | female | eroge
1122 | Yukina Suzushiro | Niizuma Kapriccho! / Capriccio | female | eroge
1123 | Ai Midorikawa | Purely - Sono Semai Aozoea o Miagete - | female | eroge
1124 | Akika Akisato | Purely - Sono Semai Aozoea o Miagete - | female | eroge
1125 | Asuka Shidou | Purely - Sono Semai Aozoea o Miagete - | female | eroge
1126 | Chisa Sumisaki | Purely - Sono Semai Aozoea o Miagete - | female | eroge
1127 | Hinata Sumisaki | Purely - Sono Semai Aozoea o Miagete - | female | eroge
1128 | Kotori Katsuragi | Purely - Sono Semai Aozoea o Miagete - | female | eroge
1129 | Manaka Akisato | Purely - Sono Semai Aozoea o Miagete - | female | eroge
1130 | Onsenkyou | Purely - Sono Semai Aozoea o Miagete - | male | eroge
1131 | Tsumugi Shizukuiro | Purely - Sono Semai Aozoea o Miagete - | female | eroge
1132 | Yamato Shidou | Purely - Sono Semai Aozoea o Miagete - | male | eroge
1133 | Yuu Midorikawa | Purely - Sono Semai Aozoea o Miagete - | female | eroge
1134 | Nonoka Aono | Puri Imo ~ Please Teach! My Sister~ | female | eroge
1135 | Serena Amakawa | Puri Imo ~ Please Teach! My Sister~ | female | eroge
1136 | Hazuki Shimakura | Step by Steady | female | eroge
1137 | Haruna Misaki | Step by Steady | female | eroge
1138 | Izumi Tooyama | Step by Steady | female | eroge
1139 | Karin | Step by Steady | female | eroge
1140 | Miharu Himenomiya | Step by Steady | female | eroge
1141 | Miyako Hoshino | Step by Steady | female | eroge
1142 | Nao Mochida | Step by Steady | female | eroge
1143 | Natsumi | Step by Steady | female | eroge
1144 | Satsuki Kouda | Step by Steady | female | eroge
1145 | Faren B. Lasfolt | Supi Tan | female | eroge
1146 | Halion G. Lasfolt | Supi Tan | female | eroge
1147 | Himika R. Lasfolt | Supi Tan | female | eroge
1148 | Loty Eiblyss | Supi Tan | male | eroge
1149 | Nanaru R. Lasfolt | Supi Tan | female | eroge
1150 | Selia B. Lasfolt | Supi Tan | female | eroge
1151 | Futaba Kino | Yunchu ~ Ojou-sama wa Gouhoushichuu ~ | female | eroge
1152 | Kazuki Kino | Yunchu ~ Ojou-sama wa Gouhoushichuu ~ | male | eroge
1153 | Yukari Sannomiya | Yunchu ~ Ojou-sama wa Gouhoushichuu ~ | female | eroge
1154 | Arte Lasmoon | Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ | female | eroge
1155 | Fiana Fau-Fau | Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ | female | eroge
1156 | Laus Kyle | Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ | male | eroge
1157 | Lycia Zew Jupis | Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ | male | eroge
1158 | Metis Zew Jupis | Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ | female | eroge
1159 | Mill Lisette | Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ | female | eroge
1160 | Henry Navel | Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ | male | eroge
1161 | Rea Teata | Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ | female | eroge
1162 | Selenia Lasmoon | Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ | female | eroge
1163 | Awayuki Homura | Harumoi | female | eroge
1164 | Haine Fujikawa | Harumoi | female | eroge
1165 | Michiaki Fujikawa | Harumoi | male | eroge
1166 | Riruke Fujikawa | Harumoi | female | eroge
1167 | Shinji Homura | Harumoi | male | eroge
1168 | Sunao Kazama | Harumoi | female | eroge
1169 | Akari Mikasa | Refrain Moon | female | eroge
1170 | Anna Yashima | Refrain Moon | female | eroge
1171 | Katsumi Hatsuse | Refrain Moon | female | eroge
1172 | Kyouko Yashima | Refrain Moon | female | eroge
1173 | Nagisa Sakaki | Refrain Moon | female | eroge
1174 | Aoi Munakata | Oshiete Shrine Maiden 2 | female | eroge
1175 | Hazuki Shiratori | Oshiete Shrine Maiden 2 | female | eroge
1176 | Mina Shiratori | Oshiete Shrine Maiden 2 | female | eroge
1177 | Ritsuko Hayashida | Oshiete Shrine Maiden 2 | female | eroge
1178 | Satsuki Shiratori | Oshiete Shrine Maiden 2 | female | eroge
1179 | Yayoi Shiratori | Oshiete Shrine Maiden 2 | female | eroge
1180 | Henrietta Esterhazy | Pizzicato Polka | female | eroge
1181 | Miriam | Pizzicato Polka | female | eroge
1182 | Niko | Pizzicato Polka | female | eroge
1183 | Stella | Pizzicato Polka | female | eroge
1184 | Ricopheria Duende | Primitive Link | female | eroge
1185 | Rikka Izumi | Primitive Link | female | eroge
1186 | Sione | Primitive Link | female | eroge
1187 | Tierra Moreni | Primitive Link | female | eroge
1188 | Yume Haruno | Primitive Link | female | eroge
1189 | Koneko Kazamatsuri | Relation Between Magic and H | female | eroge
1190 | Ayano Himemiya | Relation Between Magic and H | female | eroge
1191 | Kaoru Saginuma | Relation Between Magic and H | male | eroge
1192 | Mei Misaki | Relation Between Magic and H | female | eroge
1193 | Karin Momozono | Relation Between Magic and H | female | eroge
1194 | Erika Saginuma | Relation Between Magic and H | female | eroge
1195 | Ayumu Kumano | Scramble Heart | female | eroge
1196 | Chitose Amamine | Scramble Heart | female | eroge
1197 | Kanako Suganuma | Scramble Heart | female | eroge
1198 | Kei Asou | Scramble Heart | female | eroge
1199 | Natsuki Kawasaki | Scramble Heart | female | eroge
1200 | Shingo Yamanami | Scramble Heart | male | eroge
1201 | Tomomi Honda | Scramble Heart | female | eroge
1202 | Youko Suzuki | Scramble Heart | female | eroge
1203 | Koutarou Kagami | Ragna ☆ Science | male | eroge
1204 | Naoko Asakura | Kono Aozora ni Yakusoku o | female | eroge
1205 | Rinna Sawaki | Kono Aozora ni Yakusoku o | female | eroge
1206 | Saeri Kirishima | Kono Aozora ni Yakusoku o | female | eroge
1207 | Shizu Fujimura | Kono Aozora ni Yakusoku o | female | eroge
1208 | Umi Hayama | Kono Aozora ni Yakusoku o | female | eroge
1209 | Iori Kirisawa | Imitation Lover | female | eroge
1210 | Itsuki Kurusu | Imitation Lover | male | eroge
1211 | Naoya Kido | Imitation Lover | male | eroge
1212 | Kyou Ichinose | Imitation Lover | female | eroge
1213 | Madoka Sonomura | Imitation Lover | female | eroge
1214 | Hina Fujinomiya | Dokidoki Sister Paradise | female | eroge
1215 | Hotaru Fujinomiya | Dokidoki Sister Paradise | female | eroge
1216 | Ikuko Miyakawa | Dokidoki Sister Paradise | female | eroge
1217 | Mizuha Fujinomiya | Dokidoki Sister Paradise | female | eroge
1218 | Yukari Hayama | Dokidoki Sister Paradise | female | eroge
1219 | Yukina Fujinomiya | Dokidoki Sister Paradise | female | eroge
1220 | Elesia Prisis | DALK Gaiden -a supplemtary story- | female | eroge
1221 | Farfa Krywa | DALK Gaiden -a supplemtary story- | female | eroge
1222 | Lisha Anos | DALK Gaiden -a supplemtary story- | female | eroge
1223 | Mats the Love god | DALK Gaiden -a supplemtary story- | male | eroge
1224 | Phime Alfar | DALK Gaiden -a supplemtary story- | female | eroge
1225 | Rezina Faram | DALK Gaiden -a supplemtary story- | female | eroge
1226 | Tokiko Hojo | DALK Gaiden -a supplemtary story- | female | eroge
1227 | Verna Weina | DALK Gaiden -a supplemtary story- | female | eroge
1228 | Miwa Kusaka | Narimono | female | eroge
1229 | Miyako Takase | Narimono | female | eroge
1230 | Natsume Kahara | Narimono | female | eroge
1231 | Nozomi Osakabe | Narimono | female | eroge
1232 | Ryouji Sakai | Narimono | male | eroge
1233 | Tomoharu Takemiya | Narimono | male | eroge
1234 | Kasumi Narita | I send my heart for you | female | eroge
1235 | Mari Tsudanuma | I send my heart for you | female | eroge
1236 | NKP-D3 \ Monou \ Kasumi | I send my heart for you | female | eroge
1237 | Mutsuki Kawasumi | I send my heart for you | female | eroge
1238 | Nami Hikawa | I send my heart for you | female | eroge
1239 | Futaoi Osagiri | Night Demon -Yume Oni- | female | eroge
1240 | Hiyoko Odamaki | Night Demon -Yume Oni- | female | eroge
1241 | Hoshiru Ryuujou | Night Demon -Yume Oni- | female | eroge
1242 | Juka Osagiri | Night Demon -Yume Oni- | male | eroge
1243 | Meregarasu | Night Demon -Yume Oni- | female | eroge
1244 | Aida Ririko | Night Demon -Yume Oni- | female | eroge
1245 | Rushiru | Night Demon -Yume Oni- | female | eroge
1246 | Setsuka Nasu | Night Demon -Yume Oni- | female | eroge
1247 | Shin Tsuyuzaki | Night Demon -Yume Oni- | male | eroge
1248 | Yami Hiidome | Night Demon -Yume Oni- | female | eroge
1249 | Yuuren Ryoujou | Night Demon -Yume Oni- | male | eroge
1250 | Chiho Mizumori | Wife Eater | female | eroge
1251 | Kanae Hasuma | Wife Eater | female | eroge
1252 | Konomi Momota | Wife Eater | female | eroge
1253 | Natsume Kawamura | Wife Eater | female | eroge
1254 | Ayano Serikawa | Love Death ~Realtime Lovers~ | female | eroge
1255 | Chisato Serikawa | Love Death ~Realtime Lovers~ | female | eroge
1256 | Fumio Shinohara | Love Death ~Realtime Lovers~ | female | eroge
1257 | Iinchou | Love Death ~Realtime Lovers~ | female | eroge
1258 | Maho Wakamiya | Love Death ~Realtime Lovers~ | female | eroge
1259 | Nanami Katsuki | Love Death ~Realtime Lovers~ | female | eroge
1260 | Tachibana | Love Death ~Realtime Lovers~ | female | eroge
1261 | Chitose Takami | Hatsukoi Nadeshiko (Koi Otome) | female | eroge
1262 | Esuri | Hatsukoi Nadeshiko (Koi Otome) | female | eroge
1263 | Kikyou Yamato | Hatsukoi Nadeshiko (Koi Otome) | female | eroge
1264 | Masora Yamato | Hatsukoi Nadeshiko (Koi Otome) | female | eroge
1265 | Moegi Yamato | Hatsukoi Nadeshiko (Koi Otome) | female | eroge
1266 | Ruri Yamato | Hatsukoi Nadeshiko (Koi Otome) | female | eroge
1267 | Suou Takami | Hatsukoi Nadeshiko (Koi Otome) | male | eroge
1268 | Chihaya Koshiou | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1269 | Hayato Sakurami | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1270 | Ichigo Egara | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1271 | Lilika Aishita | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1272 | Manaka Shichiriya | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1273 | Miharu Amakawa | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1274 | Nanae Yukinoshita | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1275 | Nodoka Asahina | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1276 | Ariiche Shizuru Korureoone | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1277 | Suzune Komachi | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1278 | Ryuu Taoyue | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1279 | Yukiko Kujou | Colorful Heart ~12 ko no Kyururun~ | female | eroge
1280 | Akane Suzumiya | Muv-Luv | female | eroge
1281 | Manami Homura | Muv-Luv Alternative | female | eroge
1282 | Haruka Suzumiya | Muv-Luv Alternative | female | eroge
1283 | Ruu Sakurai | Yotsunoha | female | eroge
1284 | Genjousai Tamase | Muv-Luv | male | eroge
1285 | Kumiko Suzuki | Yotsunoha | female | eroge
1286 | Marimo Jinguuji | Muv-Luv Alternative | female | eroge
1287 | Makoto Yuuki | Yotsunoha | male | eroge
1288 | Mikoto Yoroi | Muv-Luv Alternative | female | eroge
1289 | Michiru Isumi | Muv-Luv Alternative | female | eroge
1290 | Indra Sahdan Myung | Muv-Luv Alternative | female | eroge
1291 | Misae Munakata | Muv-Luv Alternative | female | eroge
1292 | Chizuru Sakaki | Muv-Luv Altered Fable | female | eroge
1293 | Takeru Shirogane | Muv-Luv Alternative | male | eroge
1294 | Miki Tamase | Muv-Luv Alternative | female | eroge
1295 | Captain Iguchi | Muv-Luv Alternative | male | eroge
1296 | Yuuko Kouzuki | Muv-Luv Alternative | female | eroge
1297 | Shimada Kanbei | Samurai 7 | male | anime
1298 | Katayama Gorobei | Samurai 7 | male | anime
1299 | Shichiroji | Samurai 7 | male | anime
1301 | Hayashida Heihachi | Samurai 7 | male | anime
1302 | Kyuzo | Samurai 7 | male | anime
1303 | Okamoto Katsushiro | Samurai 7 | male | anime
1304 | Chikako Ayase | Memories Zero ~Aoi Hikari no Yakusoku ~ | female | eroge
1305 | Yuumi Futaba | Memories Zero ~Aoi Hikari no Yakusoku ~ | female | eroge
1306 | Imari Shinohara | Memories Zero ~Aoi Hikari no Yakusoku ~ | female | eroge
1307 | Misuzu Takigawa | Memories Zero ~Aoi Hikari no Yakusoku ~ | female | eroge
1308 | Naoko Kusumi | Memories Zero ~Aoi Hikari no Yakusoku ~ | female | eroge
1309 | Noa Takigawa | Memories Zero ~Aoi Hikari no Yakusoku ~ | female | eroge
1310 | Yuma Nishiki | Memories Zero ~Aoi Hikari no Yakusoku ~ | female | eroge
1311 | Kagura Takeda | Kagerou | female | eroge
1312 | Kasumi Tsukishima | Kagerou | female | eroge
1313 | Rena Kujiyou | Kagerou | female | eroge
1314 | Shizuka Kujiyou | Kagerou | female | eroge
1315 | Tubaki Kujiyou | Kagerou | female | eroge
1316 | Haruhi Sakuma | Cosmos no Sora ni | female | eroge
1317 | Hiyori Koizumi | Cosmos no Sora ni | female | eroge
1318 | Marine | Cosmos no Sora ni | female | eroge
1319 | Mikage Nonomiya | Cosmos no Sora ni | female | eroge
1320 | Suzuka Sakurabashi | Cosmos no Sora ni | female | eroge
1321 | Uiko Amakozaki | Cosmos no Sora ni | female | eroge
1322 | Wakana Kusunoki | Cosmos no Sora ni | female | eroge
1323 | Asagi | Nuiguroma | female | eroge
1324 | Hitugi | Nuiguroma | female | eroge
1325 | Marurun | Nuiguroma | female | eroge
1326 | Nirumo | Nuiguroma | female | eroge
1327 | Rua | Nuiguroma | female | eroge
1328 | Yuluni | Nuiguroma | female | eroge
1329 | Yurina | Nuiguroma | female | eroge
1330 | Asu | Luna Sora | female | eroge
1331 | Luna | Luna Sora | female | eroge
1332 | Sara | Luna Sora | female | eroge
1333 | Sintarou | Luna Sora | male | eroge
1334 | Sora | Luna Sora | female | eroge
1335 | Yuu | Luna Sora | female | eroge
1336 | Kanako Kusakabe | Glas Auszeichnung | female | eroge
1337 | Miki Shibusawa | Glas Auszeichnung | female | eroge
1338 | Toshiharu Mizuki | Glas Auszeichnung | male | eroge
1339 | Wakana Mizuki | Glas Auszeichnung | female | eroge
1340 | Yashiro Hagino | Glas Auszeichnung | male | eroge
1341 | Yuki Sawamura | Glas Auszeichnung | female | eroge
1342 | Asuna Shirakawa | Touka Gettan | female | eroge
1343 | Fuu | Touka Gettan | female | eroge
1344 | Haruhiko Kamiazuma | Touka Gettan | male | eroge
1345 | Io Azuma | Touka Gettan | male | eroge
1346 | Shouko Rokujou | Touka Gettan | female | eroge
1347 | Kaya Midou | Touka Gettan | female | eroge
1348 | Kikyou | Touka Gettan | female | eroge
1349 | Kiyoharu Kamiazuma | Touka Gettan | male | eroge
1350 | Three Kochou Sisters | Touka Gettan | female | eroge
1351 | Makoto Inukai | Touka Gettan | female | eroge
1352 | Misuzu Houjou | Touka Gettan | female | eroge
1353 | Momoka Kawakabe | Touka Gettan | female | eroge
1354 | Nene Midou | Touka Gettan | female | eroge
1355 | Mysterious girl | Touka Gettan | female | eroge
1356 | Touka Kamiazuma | Touka Gettan | male | eroge
1357 | Sei | Touka Gettan | female | eroge
1358 | Yuurika | Touka Gettan | female | eroge
1359 | Yumiko Kamiazuma | Touka Gettan | female | eroge
1360 | Akane Haguro | Fuurinkanzan | female | eroge
1361 | Kikyou | Fuurinkanzan | female | eroge
1362 | Manahime | Fuurinkanzan | female | eroge
1363 | Rangaku | Fuurinkanzan | female | eroge
1364 | Setsuran Karasuma | Fuurinkanzan | female | eroge
1365 | Eriko Katsuragi | Himawari Oka Sougou Byouin e Youkoso ♥ | female | eroge
1366 | Miu Katsuragi | Himawari Oka Sougou Byouin e Youkoso ♥ | female | eroge
1367 | Nanami Kudou | Himawari Oka Sougou Byouin e Youkoso ♥ | female | eroge
1368 | Reiko Shibazaki | Himawari Oka Sougou Byouin e Youkoso ♥ | female | eroge
1369 | Sanae Aniya | Himawari Oka Sougou Byouin e Youkoso ♥ | female | eroge
1370 | Mika | Inshoku Chikan Densha | female | eroge
1371 | Miu Chidori | Inshoku Chikan Densha | female | eroge
1377 | Asako Goutokuji | Chi Chi Celeb | female | eroge
1378 | Kaoru Kasuga | Chi Chi Celeb | female | eroge
1379 | Mina Goutokuji | Chi Chi Celeb | female | eroge
1380 | Seiichi Watase | Chi Chi Celeb | male | eroge
1381 | Takane Mera | Chi Chi Celeb | female | eroge
1382 | Yoshizumi Takeharu | Chi Chi Celeb | male | eroge
1383 | Yuuho Sagara | Chi Chi Celeb | female | eroge
1384 | Fumito Morikawa | Dear My Friend | male | eroge
1385 | Komugi Kurosaki | Dear My Friend | female | eroge
1386 | Kozue Morikawa | Dear My Friend | female | eroge
1387 | Kyouichi Morikawa | Dear My Friend | male | eroge
1388 | Mai Kushiro | Dear My Friend | female | eroge
1389 | Miyako Kitazawa | Dear My Friend | female | eroge
1390 | Saeka Nagamura | Dear My Friend | female | eroge
1391 | Tsukasa Sugino | Dear My Friend | male | eroge
1392 | Tsukuyo Kurihara | Dear My Friend | female | eroge
1393 | Akira Kawakami | Futa Majo Ona (Magic Girls) | male | eroge
1394 | Cocoa | Futa Majo Ona (Magic Girls) | female | eroge
1395 | Fra | Futa Majo Ona (Magic Girls) | female | eroge
1396 | Lime | Futa Majo Ona (Magic Girls) | female | eroge
1397 | Milk | Futa Majo Ona (Magic Girls) | female | eroge
1398 | Mint | Futa Majo Ona (Magic Girls) | female | eroge
1399 | Nazo | Futa Majo Ona (Magic Girls) | female | eroge
1400 | Yuka | Futa Majo Ona (Magic Girls) | female | eroge
1401 | Nagomi Fujikura | Haru no Ashioto | female | eroge
1402 | Yuzuki Kaede | Haru no Ashioto | female | eroge
1403 | Yuu Sakurano | Haru no Ashioto | female | eroge
1404 | Alice Yanagisawa | Tsumayouji ~ Boku wa Hitozuma Kanrinin ~ | female | eroge
1405 | Ayaka Kimoto | Tsumayouji ~ Boku wa Hitozuma Kanrinin ~ | female | eroge
1406 | Mayuko Kusunose | Tsumayouji ~ Boku wa Hitozuma Kanrinin ~ | female | eroge
1407 | Mizue Mori | Tsumayouji ~ Boku wa Hitozuma Kanrinin ~ | female | eroge
1408 | Rin Saegusa | Tsumayouji ~ Boku wa Hitozuma Kanrinin ~ | female | eroge
1409 | Saki Hayashida | Tsumayouji ~ Boku wa Hitozuma Kanrinin ~ | female | eroge
1410 | Teresa Yanagisawa | Tsumayouji ~ Boku wa Hitozuma Kanrinin ~ | female | eroge
1411 | Ayaki Mikajira | Hame☆Dori | female | eroge
1412 | Izumi Furushou | Hame☆Dori | female | eroge
1413 | Kei Takashino | Hame☆Dori | female | eroge
1414 | Mai Takashino | Hame☆Dori | female | eroge
1415 | Misaki Horie | Hame☆Dori | female | eroge
1416 | Yui Sakura | Hame☆Dori | female | eroge
1417 | Kinoshita-sensei | Ishida to Asakura | female | anime
1418 | Arisa Minase | Trick or Alice | female | visual
1419 | Alice | Trick or Alice | female | visual
1420 | Asagi Kamijou | Trick or Alice | male | visual
1421 | Touya Kamijou / Shadow | Trick or Alice | male | visual
1422 | Ren Kisaragi / Round | Trick or Alice | male | visual
1423 | Hagall Valkyrie | Shirogane no Soleil -Successor of Wyrd- | female | eroge
1424 | Hyoue Houjou | Shirogane no Soleil -Successor of Wyrd- | male | eroge
1425 | Jikurune | Shirogane no Soleil -Successor of Wyrd- | female | eroge
1426 | Miori Asanami | Shirogane no Soleil -Successor of Wyrd- | female | eroge
1427 | Sol Valkyrie | Shirogane no Soleil -Successor of Wyrd- | female | eroge
1428 | Peiosu | Shirogane no Soleil -Successor of Wyrd- | female | eroge
1429 | Renjuurou Kugi | Shirogane no Soleil -Successor of Wyrd- | male | eroge
1430 | Ryuuhei Murakami | Shirogane no Soleil -Successor of Wyrd- | male | eroge
1431 | Setsuna Houjou | Shirogane no Soleil -Successor of Wyrd- | female | eroge
1432 | Shiho Kurushima | Shirogane no Soleil -Successor of Wyrd- | female | eroge
1433 | Shingo Kairagi | Shirogane no Soleil -Successor of Wyrd- | male | eroge
1434 | Tamako Murakami | Shirogane no Soleil -Successor of Wyrd- | female | eroge
1435 | Hina Ichinose | Kaleidoscope | female | eroge
1436 | Kouya Ichinose | Kaleidoscope | male | eroge
1437 | Seijuurou | Kaleidoscope | male | eroge
1438 | Sora Kasuga | Kaleidoscope | female | eroge
1439 | Subaru Kashou | Kaleidoscope | male | eroge
1440 | Yusuke Akiyama | Kaleidoscope | male | eroge
1441 | Zero | Kaleidoscope | female | eroge
1442 | Haruna Nishimura | Sunny hill under the blue sky | female | eroge
1443 | Imai Hideki | Sunny hill under the blue sky | male | eroge
1444 | Iori Hayami | Sunny hill under the blue sky | female | eroge
1445 | Konatsu Nishimura | Sunny hill under the blue sky | female | eroge
1446 | Kouichi Takizawa | Sunny hill under the blue sky | male | eroge
1447 | Mikoto Tachibana | Sunny hill under the blue sky | female | eroge
1448 | Nonoka Suwa | Sunny hill under the blue sky | female | eroge
1449 | Sui Fujimiya | Sunny hill under the blue sky | female | eroge
1450 | Tohka Godai | Sunny hill under the blue sky | female | eroge
1451 | Midori Fukuchi | Draculius | female | eroge
1452 | Shia Buryunderu | Draculius | female | eroge
1453 | Haru Houri | Draculius | female | eroge
1454 | Yatsuha Minato | Atori no Sora to Shinchuu no Tsuki | female | eroge
1455 | Kanno Kokonoe | Atori no Sora to Shinchuu no Tsuki | female | eroge
1456 | Beta | Mahou Shoujo Twinkle | female | eroge
1457 | Lysithea | Mahou Shoujo Twinkle | female | eroge
1458 | Shizuki Shirakami | Mahou Shoujo Twinkle | female | eroge
1459 | Subaru Mikitani | Mahou Shoujo Twinkle | female | eroge
1460 | Tsubasa Horie | Mahou Shoujo Twinkle | female | eroge
1461 | Yayoi Hoshino | Mahou Shoujo Twinkle | female | eroge
1462 | Dr. Zaiclit | Hyper Dolls: Mew and Mica the Easy Fighters | male | original
1463 | King Arthur | Cannon Ball ~Neko Neko Machine Rage Race!~ | male | eroge
1464 | Bors the knight | Cannon Ball ~Neko Neko Machine Rage Race!~ | male | eroge
1465 | Rusi the mechanic | Cannon Ball ~Neko Neko Machine Rage Race!~ | female | eroge
1466 | Parzival the knight | Cannon Ball ~Neko Neko Machine Rage Race!~ | female | eroge
1467 | Lohengrin | Cannon Ball ~Neko Neko Machine Rage Race!~ | female | eroge
1468 | Morgan le Fay | Cannon Ball ~Neko Neko Machine Rage Race!~ | female | eroge
1469 | Vincenzo | Cannon Ball ~Neko Neko Machine Rage Race!~ | male | eroge
1470 | Inspector Gustave | Cannon Ball ~Neko Neko Machine Rage Race!~ | male | eroge
1471 | Sergeant Cecil | Cannon Ball ~Neko Neko Machine Rage Race!~ | female | eroge
1472 | Yamane | Cannon Ball ~Neko Neko Machine Rage Race!~ | female | eroge
1473 | Hong Daren | Cannon Ball ~Neko Neko Machine Rage Race!~ | male | eroge
1474 | GNN Camera Man | Cannon Ball ~Neko Neko Machine Rage Race!~ | male | eroge
1475 | Asuka Masamune | Otomen | male | manga
1476 | Juuta Tachibana | Otomen | male | manga
1477 | Aki Hori | Examinator | female | eroge
1478 | Ayaka Hori | Examinator | female | eroge
1479 | Eri Oono | Examinator | female | eroge
1480 | Ikuno Hori | Examinator | female | eroge
1481 | Kanoka Ishizu | Examinator | female | eroge
1482 | Kurio Mamiya | Examinator | male | eroge
1483 | Kyohei Yoshida | Examinator | male | eroge
1484 | Mariko Kaneda | Examinator | female | eroge
1485 | Masatoshi Nonaka | Examinator | male | eroge
1486 | Masaya Hori | Examinator | male | eroge
1487 | Misato Hori | Examinator | female | eroge
1488 | Ken Murata | Examinator | male | eroge
1489 | Sero Mamiya | Examinator | male | eroge
1490 | Souichirou Yagi | Examinator | male | eroge
1491 | Hikari Kohinata | Maruhi Jinji-bu Ryoujyoku-ka | female | eroge
1492 | Kinuko Asamiya | Maruhi Jinji-bu Ryoujyoku-ka | female | eroge
1493 | Rurika Kirishima | Maruhi Jinji-bu Ryoujyoku-ka | female | eroge
1494 | Saki Mizuhara | Maruhi Jinji-bu Ryoujyoku-ka | female | eroge
1495 | Hina Jujisawa | White Princess | female | eroge
1496 | Kaori Takeuchi | White Princess | female | eroge
1497 | Kokoro Mochiduki | White Princess | female | eroge
1498 | Narumi Shirase | White Princess | male | eroge
1499 | Tohko Arakawa | White Princess | female | eroge
1500 | Yuna A Hanaoka | White Princess | female | eroge
1501 | Ina Shirasagi | Injoku Hitozuma Onna Kyoushi | female | eroge
1502 | Mahiro Kigishi | Injoku Hitozuma Onna Kyoushi | female | eroge
1503 | Mayuki Kigishi | Injoku Hitozuma Onna Kyoushi | female | eroge
1504 | Saeko Otori | Injoku Hitozuma Onna Kyoushi | female | eroge
1505 | Shiori Chitose | Injoku Hitozuma Onna Kyoushi | female | eroge
1506 | Claire Dorner | Tiara | female | eroge
1507 | Meina Toraiado | Tiara | female | eroge
1508 | Mio Labillietta | Tiara | female | eroge
1509 | Nayutia Senza Sorudino | Tiara | female | eroge
1510 | Silky Kuraitsa | Tiara | female | eroge
1511 | Stera Fa Suirios | Tiara | female | eroge
1512 | Asamiya Shizuki | Dain ~ Injoku no Coming out ~ | female | eroge
1513 | Horibe Motoko | Dain ~ Injoku no Coming out ~ | female | eroge
1514 | Kouduki Rikako | Dain ~ Injoku no Coming out ~ | female | eroge
1515 | Makino Natuki | Dain ~ Injoku no Coming out ~ | female | eroge
1516 | Ruru Sakuragawa | Dain ~ Injoku no Coming out ~ | female | eroge
1517 | Miyuki Sasayama | Dain ~ Injoku no Coming out ~ | female | eroge
1518 | Shijyou Megumi | Dain ~ Injoku no Coming out ~ | female | eroge
1519 | Shinohara Takami | Dain ~ Injoku no Coming out ~ | female | eroge
1520 | Toyama Mahiro | Dain ~ Injoku no Coming out ~ | female | eroge
1521 | Tomona Usui | Dain ~ Injoku no Coming out ~ | female | eroge
1522 | Hikari Tsuwano | Knot ~Kizuna no Mahou~ | female | eroge
1523 | Itsuki Yukimura | Knot ~Kizuna no Mahou~ | female | eroge
1524 | Kohime Yukimura | Knot ~Kizuna no Mahou~ | female | eroge
1525 | Kyouko Asakura | Knot ~Kizuna no Mahou~ | female | eroge
1526 | Michiharu Suzuri | Knot ~Kizuna no Mahou~ | female | eroge
1527 | Miya Takayanagi | Knot ~Kizuna no Mahou~ | female | eroge
1528 | Suzuka Aritou | Knot ~Kizuna no Mahou~ | female | eroge
1529 | Yuen Inaba | Knot ~Kizuna no Mahou~ | female | eroge
1530 | Jun Satonaka | Gakuen Toukou Shashin ~Hentai Seiheki no Mezame...~ | female | eroge
1531 | Keiko Machida | Gakuen Toukou Shashin ~Hentai Seiheki no Mezame...~ | female | eroge
